prodcode,dmdcode,therapyevents,gemscriptcode,productname,drugsubstancename,substancestrength,formulation,routeofadministration,bnfcode,bnfheader,databasebuild
51124,21268211000001104,87,45108020,"Colecalciferol 2,000units/ml oral solution",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
50260,20293511000001100,132,41230020,"Colecalciferol 2,000units/ml oral solution sugar free",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
52210,20172911000001107,2,40156020,"Colecalciferol 20,000unit capsules (Alissa Healthcare Research Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
49912,20932911000001106,12892,43755020,"Colecalciferol 20,000unit tablets",Colecalciferol,20000unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
50181,18024111000001109,122,37675020,"Colecalciferol 20,000units/ml oral drops",Colecalciferol,20000unit/1ml,Oral drops,Oral,09060400,Vitamin D,Januar 2013
49283,20933011000001103,1118,43757020,"Colecalciferol 3,000unit tablets",Colecalciferol,3000unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
50991,21268311000001107,64,45110020,"Colecalciferol 3,000units/ml oral solution",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
48840,19372611000001107,5070,38088020,Colecalciferol 400unit tablets,Colecalciferol,400unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
49150,20113611000001102,176,40227020,Colecalciferol 400units/dose oral spray sugar free,Colecalciferol,400unit/1dose,Not applicable,Route of administration not applicable,09060400,Vitamin D,Januar 2013
51125,20555411000001103,1589,41860020,"Colecalciferol 5,000unit tablets",Colecalciferol,5000unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
52315,21301511000001100,1148,45361020,Colecalciferol 500unit capsules,Colecalciferol,500unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
49935,17313011000001105,972,37356020,Colecalciferol 600unit capsules,Colecalciferol,600unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
49149,21244711000001109,50324,45082020,Colecalciferol 800unit tablets,Colecalciferol,800unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
49682,20113711000001106,228,40229020,Colecalciferol 800units/ml oral drops sugar free,Colecalciferol,800unit/1ml,Oral drops,Oral,09060400,Vitamin D,Januar 2013
53290,21255711000001106,61,44927020,"ColeVit D3 1,000unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
53596,21256811000001106,23,44922020,"ColeVit D3 20,000unit capsules (Sterling Pharmaceuticals Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
51216,21255511000001101,39,44929020,ColeVit D3 400unit capsules (Sterling Pharmaceuticals Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
51586,21215611000001107,136365,45083020,Desunin 800unit tablets (Mylan),Colecalciferol,800unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
48908,20547611000001109,45081,42034020,"Hux D3 20,000unit capsules (Huxley Europe Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
49543,19366311000001106,1014,38089020,Lamberts Vitamin D3 400unit tablets (Lamberts Healthcare Ltd),Colecalciferol,400unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
50373,20281411000001104,129,41231020,"Pro D3 2,000units/ml liquid (Synergy Biologics Ltd)",Colecalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
53257,19625811000001106,1002,38407020,"Pro D3 2,000units/ml liquid drops (Synergy Biologics Ltd)",Colecalciferol,2000unit/1ml,Oral drops,Oral,09060400,Vitamin D,Januar 2013
49447,20282011000001100,84,41217020,"Pro D3 forte 3,000units/ml liquid (Synergy Biologics Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
48993,17326611000001100,212,37373020,"Solgar Vitamin D3 1,000unit capsules (Solgar Vitamin and Herb)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
50401,17308811000001107,66,37354020,"Solgar Vitamin D3 2,200unit capsules (Solgar Vitamin and Herb)",Colecalciferol,2200unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
50213,19903611000001104,2743,39405020,"SunVit-D3 1,000unit tablets (SunVit-D3 Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Januar 2013
51902,20509511000001106,36,41644020,"SynerVit-D3 20,000unit capsules (Synergy Pharmaceuticals)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
49679,19504011000001101,21783,37377020,"Valupak Vitamin D3 1,000unit tablets (BR Pharmaceuticals Ltd)",Colecalciferol,1000unit,Tablet,Oral,09040251/09060400,Nutritional Supplements/Vitamin D,Januar 2013
53010,21301711000001105,2055,45362020,Vitamin D3 500IU capsules (Nature's Remedy Ltd),Colecalciferol,500unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
47561,19899311000001100,82,894021,"Colecalciferol 20,000units/ml oral solution sugar free",Colecalciferol,20000unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2012
47637,19887211000001101,0,896021,"ColeVit D3 20,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Colecalciferol,20000unit/1ml,Oral solution,Oral,00000000,Unknown,August 2012
47720,19886911000001107,8,902021,"ColeVit D3 3,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Colecalciferol,3000unit/1ml,Oral solution,Oral,00000000,Unknown,August 2012
47429,19899411000001107,217,898021,"Colecalciferol 3,000units/ml oral solution sugar free",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Juli 2012
47326,19625811000001106,252,840021,"Pro D3 2,000units/ml liquid drops (Synergy Biologics Ltd)",Colecalciferol,2000unit/1ml,Oral drops,Oral,00000000,Unknown,Juni 2012
47082,17334411000001109,45604,643021,"Colecalciferol 1,000unit capsules",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47079,16210911000001108,5622,651021,"Colecalciferol 10,000unit capsules",Colecalciferol,10000unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47268,19626311000001107,241,838021,"Colecalciferol 2,000units/ml oral drops sugar free",Colecalciferol,2000unit/1ml,Oral drops,Oral,00000000,Unknown,Mai 2012
47182,19199911000001109,2210,647021,"Colecalciferol 2,500unit capsules",Colecalciferol,2500unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47188,19200011000001102,1316,657021,"Colecalciferol 30,000unit capsules",Colecalciferol,30000unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47183,18519511000001108,282,525021,"Colecalciferol 5,000unit capsules",Colecalciferol,5000unit,Capsule,Oral,00000000,Unknown,Mai 2012
47166,19920511000001104,751065,764021,Fultium-D3 800unit capsules (Internis Pharmaceuticals Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47133,19182111000001103,28053,645021,"Pro D3 1,000unit capsules (Synergy Biologics Ltd)",Colecalciferol,1000unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47078,19182711000001102,9452,653021,"Pro D3 10,000unit capsules (Synergy Biologics Ltd)",Colecalciferol,10000unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47186,19182411000001108,6694,649021,"Pro D3 2,500unit capsules (Synergy Biologics Ltd)",Colecalciferol,2500unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47075,19183011000001108,28093,753021,"Pro D3 20,000unit capsules (Synergy Biologics Ltd)",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47076,19183311000001106,1734,663021,"Pro D3 30,000unit capsules (Synergy Biologics Ltd)",Colecalciferol,30000unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
47168,19181811000001101,14957,641021,Pro D3 400unit capsules (Synergy Biologics Ltd),Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,Mai 2012
46618,19366011000001108,3272,176021,"Lamberts Vitamin D3 1,000unit tablets (Lamberts Healthcare Ltd)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Januar 2012
46662,17318311000001100,487,178021,"Solgar Vitamin D3 1,000unit tablets (Solgar Vitamin and Herb)",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Januar 2012
46577,265475001000027106,474,30021,Fultium 20 Capsule (Aspire Pharma Ltd),Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,Dezember 2011
46387,19973811000001109,254999,28021,Colecalciferol 800unit capsules,Colecalciferol,800unit,Capsule,Oral,09060400,Vitamin D,November 2011
46219,17636511000001105,2690,16021,"Dekristol 20,000unit capsules (Imported (Germany))",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,Oktober 2011
45767,264015001000027102,174,99556020,Colecalciferol 10000units/ml oral solution,Colecalciferol,10000 units/ml,Oral Solution,Oral,09060400,Vitamin D,August 2011
45774,17527711000001105,23620,99763020,Colecalciferol 400unit capsules,Colecalciferol,400unit,Capsule,Oral,09060400,Vitamin D,August 2011
45667,17334511000001108,41648,99473020,"Colecalciferol 1,000unit tablets",Colecalciferol,1000unit,Tablet,Oral,09060400,Vitamin D,Juli 2011
45607,11815811000001104,183,99450020,"Colecalciferol 10,000units/5ml oral suspension",Colecalciferol,2000unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Juni 2011
45563,17312911000001102,4348,99436020,"Colecalciferol 2,200unit capsules",Colecalciferol,2200unit,Capsule,Oral,09060400,Vitamin D,Juni 2011
44901,16073211000001105,6962,99287020,"Colecalciferol 50,000unit capsules",Colecalciferol,50000unit,Capsule,Oral,09060400,Vitamin D,April 2011
43067,11788611000001108,1778,98166020,"Colecalciferol 15,000units/5ml oral solution",Colecalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2010
41463,16197311000001105,104782,97710020,"Colecalciferol 20,000unit capsules",Colecalciferol,20000unit,Capsule,Oral,09060400,Vitamin D,MÃ¤rz 2010
15088,3961511000001102,1325,60772020,AT10 250micrograms/ml oral solution (Intrapharm Laboratories Ltd),Dihydrotachysterol,250microgram/1ml,Oral solution,Oral,09060400,Vitamin D,Februar 2009
22901,329375003,99,60769020,Dihydrotachysterol 250micrograms/ml oral solution sugar free,Dihydrotachysterol,250microgram/1ml,Oral solution,Oral,09060400,Vitamin D,Februar 2009
24827,98445001000027109,374,60768020,Dihydrptachysterol 0.2mg tablets,Dihydrotachysterol,0.2mg,Tablets,Oral,09060400,Vitamin D,Februar 2009
15087,30545001000027106,623,51812020,Tachyrol 0.2mg Tablet (Solvay Healthcare),Dihydrotachysterol,0.2mg,Tablet,Oral,09060400,Vitamin D,Februar 2009
55030,12295711000001104,5,31615020,"Ergocalciferol 20,000units/5ml oral solution",Ergocalciferol,4000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Mai 2013
55016,21617911000001108,124,46358020,"Ergoral D2 10,000unit tablets (Cubic Pharmaceuticals Ltd)",Ergocalciferol,250microgram,Tablet,Oral,09060400,Vitamin D,Mai 2013
54589,21258211000001106,12,44937020,"Steriferol 3,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Ergocalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,April 2013
54299,21635711000001109,210,46677020,Ergocalciferol 125microgram tablets,Ergocalciferol,125microgram,Tablet,Oral,09060400,Vitamin D,MÃ¤rz 2013
54244,21669211000001106,81,46349020,"Ergoral D2 50,000unit capsules (Cubic Pharmaceuticals Ltd)",Ergocalciferol,1.25mg,Capsule,Oral,09060400,Vitamin D,MÃ¤rz 2013
51740,12295111000001100,92,31603020,"Ergocalciferol 100,000units/5ml oral solution",Ergocalciferol,20000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
48283,17995211000001109,1692,37642020,Ergocalciferol 12.5microgram tablets,Ergocalciferol,12.5microgram,Tablet,Oral,09060400,Vitamin D,Januar 2013
50599,8794011000001100,14,40018020,"Ergocalciferol 15,000units/5ml oral solution",Ergocalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
52250,8794011000001100,1,39433020,"Ergocalciferol 15,000units/5ml oral solution",Ergocalciferol,3000unit/1ml,Oral solution,Oral,00000000,Unknown,Januar 2013
49270,20478411000001101,1036,41790020,"Ergocalciferol 3,000units/ml oral solution",Ergocalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2013
50379,20178211000001101,1,39943020,"Ergocalciferol 300,000units/1ml solution for injection ampoules (Special Order)",Ergocalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,Januar 2013
49144,374868006,43,44441020,"Ergocalciferol 50,000unit capsules",Ergocalciferol,50000unit,Capsule,Oral,09060400,Vitamin D,Januar 2013
49174,8489011000001108,3,19846020,"Ergocalciferol 50,000units/5ml oral suspension",Ergocalciferol,10000unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Januar 2013
52994,8508211000001103,2,19856020,"Ergocalciferol 7,500units/5ml oral suspension",Ergocalciferol,1500unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Januar 2013
51898,21037211000001100,18,43876020,Ergo-D2 1.25mg capsules (Ennogen Healthcare Ltd),Ergocalciferol,1.25mg,Capsule,Oral,09060400,Vitamin D,Januar 2013
50441,17987511000001102,49,37643020,HealthAid Vitamin D 500unit tablets (HealthAid Ltd),Ergocalciferol,12.5microgram,Tablet,Oral,09060400,Vitamin D,Januar 2013
47442,19886311000001106,1,900021,"Steriferol 3,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Ergocalciferol,3000unit/1ml,Oral solution,Oral,00000000,Unknown,Juli 2012
47329,19899511000001106,109,774021,"Ergocalciferol 20,000units/ml oral solution sugar free",Ergocalciferol,20000unit/1ml,Oral solution,Oral,00000000,Unknown,Juni 2012
41872,374509009,4514,97708020,Ergocalciferol 1.25mg capsules,Ergocalciferol,1.25mg,Capsule,Oral,09060400,Vitamin D,April 2010
6957,35565001000027105,5131,52424020,"Calciferol 300,000 units/ml BP solution",Ergocalciferol,"300,000 units/ml",Injection,Intramuscular Injection,09060400,Vitamin D,Februar 2009
26008,70235001000027105,68,56915020,Calciferol BP 3000units/ml solution,Ergocalciferol,3000 units/ml,Solution,Oral,09060400,Vitamin D,Februar 2009
15262,8487811000001105,558,54348020,"Ergocalciferol 1,000units/5ml oral suspension",Ergocalciferol,200unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Februar 2009
3023,3630011000001108,5765,54352020,Ergocalciferol 1.25mg tablets,Ergocalciferol,1.25mg,Tablet,Oral,00000000,Unknown,Februar 2009
32307,3613411000001102,35,68352020,Ergocalciferol 1.25mg tablets (Focus Pharmaceuticals Ltd),Ergocalciferol,1.25mg,Tablet,Oral,00000000,Unknown,Februar 2009
28240,86305001000027101,211,58886020,"Ergocalciferol 10,000 units (250microgram) Tablet (Celltech Pharma Europe Ltd)",Ergocalciferol,250microgram,Tablet,Oral,09060400,Vitamin D,Februar 2009
4435,3630111000001109,12800,54351020,Ergocalciferol 250microgram tablets,Ergocalciferol,250microgram,Tablet,Oral,09060400,Vitamin D,Februar 2009
31903,3611311000001108,24,68348020,Ergocalciferol 250microgram tablets (Focus Pharmaceuticals Ltd),Ergocalciferol,250microgram,Tablet,Oral,09060400,Vitamin D,Februar 2009
16117,19899611000001105,3117,54347020,"Ergocalciferol 3,000units/ml oral solution sugar free",Ergocalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Februar 2009
27455,7555001000027103,21,48949020,"Ergocalciferol 300,000 unit/ml Injection (UCB Pharma Ltd)",Ergocalciferol,"300,000 unit/ml",Injection,Intramuscular Injection,09060400,Vitamin D,Februar 2009
35529,3630211000001103,10908,92355020,"Ergocalciferol 300,000units/1ml solution for injection ampoules",Ergocalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,Februar 2009
37539,3605311000001108,31,74085020,"Ergocalciferol 300,000units/1ml solution for injection ampoules (RPH Pharmaceuticals AB)",Ergocalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,Februar 2009
32458,86315001000027104,12,58887020,Ergocalciferol 50000 unit (1.25mg) Tablet (Celltech Pharma Europe Ltd),Ergocalciferol,1.25mg,Tablet,Oral,09060400,Vitamin D,Februar 2009
36087,3630311000001106,2251,92363020,"Ergocalciferol 600,000units/2ml solution for injection ampoules",Ergocalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,Februar 2009
37689,3606811000001107,2,74090020,"Ergocalciferol 600,000units/2ml solution for injection ampoules (Focus Pharmaceuticals Ltd)",Ergocalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,Februar 2009
37706,246445001000027104,15,92791020,Ergocalciferol oral liquid,Ergocalciferol,,Oral Liquid,Oral,09060400,Vitamin D,Februar 2009
38475,192695001000027102,1,74528020,Vitamins additive to infusion solution adult prepartion,Ergocalciferol/Phytomenadione/Retinol Palmitate/Alpha Tocopherol,,Adult Preparation,,09030000,Intravenous Nutrition,Februar 2009
28437,192705001000027106,2,74529020,Vitamins additive to infusion solution infant preparation,Ergocalciferol/Phytomenadione/Retinol Palmitate/Alpha Tocopherol,,Infant Preparation,,09030000,Intravenous Nutrition,Februar 2009
20033,192435001000027106,209,74488020,Vitlipid n Infusion additive (Fresenius Kabi Ltd),Ergocalciferol/Phytomenadione/Retinol Palmitate/Alpha Tocopherol,,Infusion Additive,,09030000,Intravenous Nutrition,Februar 2009
42420,13465611000001101,32,94673020,Zemplar 2microgram capsules (AbbVie Ltd),Paricalcitol,2microgram,Capsule,Oral,09060400,Vitamin D,Mai 2010
39857,419367007,144,94665020,Paricalcitol 1microgram capsules,Paricalcitol,1microgram,Capsule,Oral,09060400,Vitamin D,August 2009
39292,13465311000001106,3,94671020,Zemplar 1microgram capsules (AbbVie Ltd),Paricalcitol,1microgram,Capsule,Oral,09060400,Vitamin D,April 2009
38325,419681000,82,94667020,Paricalcitol 2microgram capsules,Paricalcitol,2microgram,Capsule,Oral,09060400,Vitamin D,Februar 2009
38011,418927005,20,94669020,Paricalcitol 4microgram capsules,Paricalcitol,4microgram,Capsule,Oral,09060400,Vitamin D,Februar 2009
69183,21614511000001109,3,46640020,Ergoral D2 500unit tablets (Cubic Pharmaceuticals Ltd),Ergocalciferol,12.5microgram,Tablet,Oral,09060400,Vitamin D,April 2017
77091,12296711000001107,2,31635020,Ergocalciferol 400units/5ml oral solution,Ergocalciferol,80unit/1ml,Oral solution,Oral,09060400,Vitamin D,Juli 2019
62757,8488711000001101,2,19840020,"Ergocalciferol 3,000units/5ml oral suspension",Ergocalciferol,600unit/1ml,Oral suspension,Oral,09060400,Vitamin D,April 2015
57304,3605611000001103,0,13385020,"Ergocalciferol 300,000units/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)",Ergocalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,September 2013
73774,8489211000001103,3,19850020,Ergocalciferol 600units/5ml oral suspension,Ergocalciferol,120unit/1ml,Oral suspension,Oral,09060400,Vitamin D,November 2018
56540,19899511000001106,80,39431020,"Ergocalciferol 20,000units/ml oral solution sugar free",Ergocalciferol,20000unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2013
63700,8488111000001102,21,19830020,"Ergocalciferol 10,000units/5ml oral suspension",Ergocalciferol,2000unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Juli 2015
55978,8488811000001109,2,19842020,"Ergocalciferol 30,000units/5ml oral suspension",Ergocalciferol,6000unit/1ml,Oral suspension,Oral,09060400,Vitamin D,August 2013
61098,21300211000001109,79,45209020,"Eciferol D2 50,000unit capsules (Rhodes Pharma Ltd)",Ergocalciferol,1.25mg,Capsule,Oral,09060400,Vitamin D,September 2014
61569,19886611000001101,1,39432020,"Steriferol 20,000units/ml oral solution (Sterling Pharmaceuticals Ltd)",Ergocalciferol,20000unit/1ml,Oral solution,Oral,00000000,Unknown,November 2014
75487,22342811000001101,28,15585021,"Ergocalciferol 1,500units/ml oral solution sugar free",Ergocalciferol,1500unit/1ml,Oral solution,Oral,09060400,Vitamin D,April 2019
62604,27373011000001104,5,29750021,"D-Forte 50,000unit capsules (Go-Kyo Science Ltd)",Ergocalciferol,1.25mg,Capsule,Oral,09060400,Vitamin D,MÃ¤rz 2015
57377,12295811000001107,2,31617020,"Ergocalciferol 20,000units/5ml oral suspension",Ergocalciferol,4000unit/1ml,Oral suspension,Oral,09060400,Vitamin D,Oktober 2013
62146,22403211000001108,4,16256021,"Ergocalciferol 1,000units/5ml oral solution",Ergocalciferol,200unit/1ml,Oral solution,Oral,09060400,Vitamin D,Januar 2015
68583,28778211000001109,2,46538021,Ergo-D2 12.5microgram tablets (Ennogen Healthcare Ltd),Ergocalciferol,12.5microgram,Tablet,Oral,09060400,Vitamin D,Januar 2017
75869,23467011000001100,14,20659021,"Ergocalciferol 10,000units/5ml oral solution",Ergocalciferol,2000unit/1ml,Oral solution,Oral,09060400,Vitamin D,April 2019
76598,7575001000027100,6,48951020,Ergocalciferol 250microgram Tablet (UCB Pharma Ltd),Ergocalciferol,250microgram,Tablet,Oral,09060400,Vitamin D,Juni 2019
64015,23467211000001105,12,20661021,"Ergocalciferol 6,000units/5ml oral solution",Ergocalciferol,1200unit/1ml,Oral solution,Oral,09060400,Vitamin D,August 2015
61464,21252811000001105,120,44938020,"Eciferol D2 3,000units/ml liquid (Rhodes Pharma Ltd)",Ergocalciferol,3000unit/1ml,Oral solution,Oral,09060400,Vitamin D,Oktober 2014
61250,8489111000001109,9,19848020,"Ergocalciferol 6,000units/5ml oral suspension",Ergocalciferol,1200unit/1ml,Oral suspension,Oral,09060400,Vitamin D,September 2014
58433,21617411000001100,38,46678020,"Ergoral D2 5,000unit tablets (Cubic Pharmaceuticals Ltd)",Ergocalciferol,125microgram,Tablet,Oral,09060400,Vitamin D,Dezember 2013
60031,23344411000001103,1,20064021,"Ergocalciferol 600,000units/1.5ml solution for injection ampoules",Ergocalciferol,400000unit/1ml,Solution for injection,Intramuscular/Oral,09060400,Vitamin D,Mai 2014
57384,3605111000001106,0,13384020,"Ergocalciferol 300,000units/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)",Ergocalciferol,300000unit/1ml,Solution for injection,Intramuscular,09060400,Vitamin D,Oktober 2013
77088,12295311000001103,1,31607020,Ergocalciferol 120units/5ml oral solution,Ergocalciferol,24unit/1ml,Oral solution,Oral,09060400,Vitamin D,Juli 2019
