readcode,medcode,readterm,clinicalevents,immunisationevents,referralevents,testevents,databaserelease,keep,clinevents,immevents,refevents,dbasebuild,_merge
S300600,34351,"closed fracture proximal femur, subcapital, garden grade i",84,0,2,0,February 2009,1,63,0,2,February 2009,matched (3)
S300700,33957,"closed fracture proximal femur, subcapital, garden grade ii",28,0,1,0,February 2009,1,24,0,1,February 2009,matched (3)
S300800,36599,"closed fracture proximal femur, subcapital, garden grade iii",30,0,1,0,February 2009,1,27,0,1,February 2009,matched (3)
S300900,34078,"closed fracture proximal femur, subcapital, garden grade iv",54,0,0,0,February 2009,1,42,0,0,February 2009,matched (3)
S300A00,45779,"closed fracture of femur, upper epiphysis",82,0,0,0,February 2009,1,48,0,0,February 2009,matched (3)
S300y00,49209,"closed fracture proximal femur, other transcervical",47,0,1,0,February 2009,1,28,0,1,February 2009,matched (3)
S300y11,68229,"closed fracture of femur, subcapital",67,0,0,0,February 2009,1,40,0,0,February 2009,matched (3)
S300z00,62966,"closed fracture proximal femur, transcervical, nos",36,0,0,0,February 2009,1,20,0,0,February 2009,matched (3)
S301.00,73981,"open fracture proximal femur, transcervical",4,0,0,0,February 2009,1,1,0,0,February 2009,matched (3)
S301100,72138,"open fracture proximal femur, transepiphyseal",2,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
S301200,112836,"open fracture proximal femur, midcervical section",2,0,0,0,August 2018,1,,,,,master only (1)
S301300,113426,"open fracture proximal femur, basicervical",2,0,0,0,March 2019,1,,,,,master only (1)
S301311,100771,open fracture base of neck of femur,6,0,0,0,November 2010,1,1,0,0,November 2010,matched (3)
S301400,73210,"open fracture head, femur",18,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S301500,38878,"open fracture proximal femur,subcapital, garden grade unspec",26,0,1,0,February 2009,1,20,0,1,February 2009,matched (3)
S301600,60885,"open fracture proximal femur,subcapital, garden grade i",5,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S301700,67394,"open fracture proximal femur,subcapital, garden grade ii",3,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S301800,23803,"open fracture proximal femur,subcapital, garden grade iii",1,0,0,0,February 2009,1,1,0,0,February 2009,matched (3)
S301900,51999,"open fracture proximal femur,subcapital, garden grade iv",3,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S301A00,96518,"open fracture of femur, upper epiphysis",4,0,0,0,April 2009,1,2,0,0,April 2009,matched (3)
S301y00,68668,"open fracture proximal femur, other transcervical",6,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
S301y11,73234,"open fracture of femur, subcapital",2,0,0,0,February 2009,1,1,0,0,February 2009,matched (3)
S301z00,112712,"open fracture proximal femur, transcervical, nos",3,0,0,0,May 2018,1,,,,,master only (1)
S302.00,5301,"closed fracture of proximal femur, pertrochanteric",1429,0,109,0,February 2009,1,1190,0,106,February 2009,matched (3)
S302011,19387,"closed fracture of femur, greater trochanter",679,0,8,0,February 2009,1,426,0,7,February 2009,matched (3)
S302012,48337,"closed fracture of femur, lesser trochanter",59,0,0,0,February 2009,1,39,0,0,February 2009,matched (3)
S302100,45141,"closed fracture proximal femur, intertrochanteric, two part",82,0,0,0,February 2009,1,48,0,0,February 2009,matched (3)
S302200,29145,"closed fracture proximal femur, subtrochanteric",132,0,1,0,February 2009,1,77,0,1,February 2009,matched (3)
S302400,8648,"closed fracture of femur, intertrochanteric",2369,0,29,0,February 2009,1,1592,0,21,February 2009,matched (3)
S303.00,61733,"open fracture of proximal femur, pertrochanteric",37,0,1,0,February 2009,1,21,0,0,February 2009,matched (3)
S303011,96644,"open fracture of femur, greater trochanter",12,0,0,0,April 2009,1,3,0,0,April 2009,matched (3)
S303012,112991,"open fracture of femur, lesser trochanter",2,0,0,0,October 2018,1,,,,,master only (1)
S303100,101567,"open fracture proximal femur, intertrochanteric, two part",4,0,0,0,January 2011,1,2,0,0,January 2011,matched (3)
S303200,71282,"open fracture proximal femur, subtrochanteric",7,0,0,0,February 2009,1,4,0,0,February 2009,matched (3)
S303300,97971,"open fracture proximal femur, intertrochanteric, comminuted",2,0,0,0,November 2009,1,1,0,0,November 2009,matched (3)
S303400,39396,"open fracture of femur, intertrochanteric",84,0,0,0,February 2009,1,55,0,0,February 2009,matched (3)
S303z00,70479,"open fracture of proximal femur, pertrochanteric, nos",3,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S304.00,28965,pertrochanteric fracture,191,0,3,0,February 2009,1,136,0,3,February 2009,matched (3)
S305.00,8243,subtrochanteric fracture,1322,0,6,0,February 2009,1,969,0,4,February 2009,matched (3)
S30w.00,24276,closed fracture of unspecified proximal femur,431,0,2,0,February 2009,1,246,0,1,February 2009,matched (3)
S30x.00,58642,open fracture of unspecified proximal femur,25,0,0,0,February 2009,1,12,0,0,February 2009,matched (3)
S30y.00,18273,closed fracture of neck of femur nos,3972,0,59,0,February 2009,1,2231,0,48,February 2009,matched (3)
S30y.11,10570,hip fracture nos,2505,0,70,0,February 2009,1,2018,0,63,February 2009,matched (3)
S30z.00,38054,open fracture of neck of femur nos,137,0,0,0,February 2009,1,60,0,0,February 2009,matched (3)
S31..00,8040,other fracture of femur,15432,0,137,0,February 2009,1,11484,0,126,February 2009,matched (3)
S310.00,6868,"closed fracture of femur, shaft or unspecified part",4549,0,56,0,February 2009,1,3628,0,49,February 2009,matched (3)
S310000,37662,"closed fracture of femur, unspecified part",678,0,23,0,February 2009,1,451,0,17,February 2009,matched (3)
S310011,12791,thigh fracture nos,511,0,14,0,February 2009,1,397,0,12,February 2009,matched (3)
S310012,20893,upper leg fracture nos,76,0,2,0,February 2009,1,52,0,2,February 2009,matched (3)
S310100,24674,closed fracture shaft of femur,2298,0,9,0,February 2009,1,1454,0,9,February 2009,matched (3)
S310z00,52318,"closed fracture of shaft or unspecified part, nos",72,0,2,1,February 2009,1,52,0,2,February 2009,matched (3)
S311.00,42972,"open fracture of femur, shaft or unspecified part",105,0,0,0,February 2009,1,74,0,0,February 2009,matched (3)
S311000,34106,"open fracture of femur, unspecified part",63,0,0,0,February 2009,1,39,0,0,February 2009,matched (3)
S311100,10095,open fracture shaft of femur,182,0,0,0,February 2009,1,117,0,0,February 2009,matched (3)
S311z00,94360,"open fracture of femur, shaft or unspecified part, nos",13,0,0,0,February 2009,1,8,0,0,February 2009,matched (3)
S312.00,28954,closed fracture distal femur,1186,0,15,0,February 2009,1,705,0,13,February 2009,matched (3)
S312.11,22329,"closed fracture of femur, distal end",1102,0,12,0,February 2009,1,813,0,12,February 2009,matched (3)
S312000,53279,"closed fracture of distal femur, unspecified",202,0,2,0,February 2009,1,138,0,2,February 2009,matched (3)
S312100,6320,"closed fracture of femoral condyle, unspecified",1020,0,16,0,February 2009,1,654,0,15,February 2009,matched (3)
S312200,21922,"closed fracture of femur, lower epiphysis",425,0,2,0,February 2009,1,332,0,2,February 2009,matched (3)
S312300,5332,"closed fracture distal femur, supracondylar",1906,0,13,0,February 2009,1,1304,0,12,February 2009,matched (3)
S312400,45562,"closed fracture distal femur, medial condyle",228,0,7,0,February 2009,1,158,0,3,February 2009,matched (3)
S312500,38355,"closed fracture distal femur, lateral condyle",244,0,1,0,February 2009,1,167,0,1,February 2009,matched (3)
S312600,54242,"closed fracture distal femur, bicondylar (t-y fracture)",3,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S312x00,55327,"closed fracture distal femur, comminuted/intra-articular",31,0,0,0,February 2009,1,18,0,0,February 2009,matched (3)
S312z00,61802,closed fracture of distal femur not otherwise specified,76,0,2,0,February 2009,1,46,0,2,February 2009,matched (3)
S313.00,51170,open fracture distal femur,101,0,1,0,February 2009,1,67,0,1,February 2009,matched (3)
S313.11,32866,"open fracture of femur, distal end",96,0,0,0,February 2009,1,73,0,0,February 2009,matched (3)
S313000,45529,"open fracture distal femur, unspecified",23,0,1,0,February 2009,1,14,0,1,February 2009,matched (3)
S313100,49595,"open fracture of femoral condyle, unspecified",82,0,1,0,February 2009,1,56,0,1,February 2009,matched (3)
S313200,48142,"open fracture of femur, lower epiphysis",25,0,0,0,February 2009,1,21,0,0,February 2009,matched (3)
S313300,42805,"open fracture distal femur, supracondylar",120,0,0,0,February 2009,1,87,0,0,February 2009,matched (3)
S313400,67294,"open fracture distal femur, medial condyle",16,0,0,0,February 2009,1,11,0,0,February 2009,matched (3)
S313500,34738,"open fracture distal femur, lateral condyle",14,0,1,0,February 2009,1,10,0,1,February 2009,matched (3)
S313600,113450,"open fracture distal femur, bicondylar (t-y fracture)",1,0,0,0,March 2019,1,,,,,master only (1)
S313x00,73208,"open fracture distal femur, comminuted/intra-articular",8,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S313z00,88737,open fracture of distal femur not otherwise specified,5,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S314.00,8646,fracture of shaft of femur,6282,0,34,0,February 2009,1,4108,0,29,February 2009,matched (3)
S315.00,8589,fracture of lower end of femur,998,0,18,1,February 2009,1,732,0,17,February 2009,matched (3)
S31z.00,520,"fracture of femur, nos",45738,0,3793,12,February 2009,1,38802,0,3624,February 2009,matched (3)
S32..00,235,fracture of patella,30596,0,1193,2,February 2009,1,23713,0,1145,February 2009,matched (3)
S320.00,33393,closed fracture of the patella,1623,0,11,0,February 2009,1,911,0,8,February 2009,matched (3)
S320000,49526,"closed fracture patella, transverse",130,0,0,0,February 2009,1,95,0,0,February 2009,matched (3)
S320100,50549,"closed fracture patella, proximal pole",33,0,0,0,February 2009,1,23,0,0,February 2009,matched (3)
S320200,44329,"closed fracture patella, distal pole",153,0,2,0,February 2009,1,104,0,1,February 2009,matched (3)
S320300,54660,"closed fracture patella, vertical",38,0,2,0,February 2009,1,24,0,1,February 2009,matched (3)
S320400,41287,"closed fracture patella, comminuted (stellate)",97,0,2,0,February 2009,1,76,0,1,February 2009,matched (3)
S321.00,28273,open fracture of the patella,177,0,2,0,February 2009,1,107,0,2,February 2009,matched (3)
S321000,50227,"open fracture patella, transverse",9,0,0,0,February 2009,1,6,0,0,February 2009,matched (3)
S321100,100159,"open fracture patella, proximal pole",3,0,0,0,July 2010,1,2,0,0,July 2010,matched (3)
S321200,33475,"open fracture patella, distal pole",3,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
S321300,114818,"open fracture patella, vertical",1,0,0,0,April 2020,1,,,,,master only (1)
S321400,50254,"open fracture patella, comminuted (stellate)",31,0,0,0,February 2009,1,21,0,0,February 2009,matched (3)
S32z.00,35011,"fracture of patella, nos",1224,0,20,1,February 2009,1,759,0,17,February 2009,matched (3)
S33..00,2630,fracture of tibia and fibula,63692,0,1140,7,February 2009,1,45341,0,1046,February 2009,matched (3)
S330.00,44830,"closed fracture of tibia and fibula, proximal",365,0,1,0,February 2009,1,254,0,1,February 2009,matched (3)
S330000,28550,closed fracture of the proximal tibia,1590,0,11,0,February 2009,1,972,0,10,February 2009,matched (3)
S330011,53951,closed fracture of tibial condyles,104,0,1,0,February 2009,1,50,0,1,February 2009,matched (3)
S330012,22761,closed fracture of tibial tuberosity,607,0,3,0,February 2009,1,376,0,3,February 2009,matched (3)
S330100,33656,closed fracture proximal fibula,747,0,2,1,February 2009,1,462,0,2,February 2009,matched (3)
S330200,54280,"closed fracture of tibia and fibula, proximal",104,0,0,0,February 2009,1,72,0,0,February 2009,matched (3)
S330500,40164,"closed fracture proximal tibia, bicondylar",46,0,2,0,February 2009,1,34,0,2,February 2009,matched (3)
S330600,33768,"closed fracture spine, tibia",276,0,1,0,February 2009,1,153,0,1,February 2009,matched (3)
S330700,38733,"closed fracture tubercle, tibia",171,0,1,0,February 2009,1,121,0,1,February 2009,matched (3)
S330800,52499,"closed fracture fibula, head",381,0,1,0,February 2009,1,235,0,1,February 2009,matched (3)
S330900,52322,"closed fracture fibula, neck",334,0,2,0,February 2009,1,207,0,0,February 2009,matched (3)
S330z00,42978,"closed fracture of tibia and fibula, proximal nos",46,0,2,0,February 2009,1,34,0,2,February 2009,matched (3)
S331.00,40069,"open fracture of tibia and fibula, proximal",107,0,0,0,February 2009,1,75,0,0,February 2009,matched (3)
S331000,33706,open fracture of the proximal tibia,126,0,1,0,February 2009,1,81,0,1,February 2009,matched (3)
S331011,93029,open fracture of tibial condyles,13,0,0,0,February 2009,1,7,0,0,February 2009,matched (3)
S331012,49801,open fracture of tibial tuberosity,42,0,1,0,February 2009,1,28,0,1,February 2009,matched (3)
S331100,33457,open fracture proximal fibula,24,0,0,0,February 2009,1,13,0,0,February 2009,matched (3)
S331200,54145,"open fracture of tibia and fibula, proximal",18,0,0,0,February 2009,1,13,0,0,February 2009,matched (3)
S331500,112873,"open fracture proximal tibia, bicondylar",3,0,0,0,September 2018,1,,,,,master only (1)
S331600,63633,"open fracture spine, tibia",11,0,0,0,February 2009,1,6,0,0,February 2009,matched (3)
S331700,49798,"open fracture tubercle, tibia",11,0,0,0,February 2009,1,4,0,0,February 2009,matched (3)
S331800,99027,"open fracture fibula, head",5,0,0,0,April 2010,1,2,0,0,April 2010,matched (3)
S331900,99161,"open fracture fibula, neck",6,0,0,0,April 2010,1,3,0,0,April 2010,matched (3)
S331z00,57439,"open fracture of tibia and fibula, proximal nos",16,0,0,0,February 2009,1,8,0,0,February 2009,matched (3)
S332.00,29121,"closed fracture of tibia/fibula, shaft",989,0,11,0,February 2009,1,725,0,10,February 2009,matched (3)
S332000,34021,closed fracture shaft of tibia,2434,0,1,0,February 2009,1,1561,0,1,February 2009,matched (3)
S332100,28426,closed fracture shaft of fibula,1038,0,2,0,February 2009,1,644,0,2,February 2009,matched (3)
S332200,33520,"closed fracture of tibia and fibula, shaft",643,0,3,0,February 2009,1,407,0,2,February 2009,matched (3)
S332z00,55464,"closed fracture of tibia and fibula, shaft, nos",116,0,3,0,February 2009,1,81,0,1,February 2009,matched (3)
S333.00,28068,"open fracture of tibia/fibula, shaft",343,0,3,0,February 2009,1,244,0,3,February 2009,matched (3)
S333000,28118,open fracture shaft of tibia,263,0,2,0,February 2009,1,200,0,2,February 2009,matched (3)
S333100,51938,open fracture shaft of fibula,33,0,0,0,February 2009,1,24,0,0,February 2009,matched (3)
S333200,20678,"open fracture of tibia and fibula, shaft",212,0,3,0,February 2009,1,149,0,3,February 2009,matched (3)
S333z00,28198,"open fracture of tibia and fibula, shaft, nos",32,0,0,0,February 2009,1,26,0,0,February 2009,matched (3)
S334.00,27719,closed fracture distal tibia,7287,0,31,0,February 2009,1,4838,0,28,February 2009,matched (3)
S334000,34151,"closed fracture distal tibia, extra-articular",184,0,4,0,February 2009,1,121,0,3,February 2009,matched (3)
S334100,8465,"closed fracture distal tibia, intra-articular",128,0,2,0,February 2009,1,80,0,2,February 2009,matched (3)
S335.00,27992,open fracture distal tibia,586,0,3,0,February 2009,1,407,0,2,February 2009,matched (3)
S335000,27721,"open fracture distal tibia, extra-articular",25,0,0,0,February 2009,1,20,0,0,February 2009,matched (3)
S335100,65228,"open fracture distal tibia, intra-articular",20,0,0,0,February 2009,1,15,0,0,February 2009,matched (3)
S336.00,6917,fracture of upper end of tibia,2256,0,23,0,February 2009,1,1585,0,22,February 2009,matched (3)
S337.00,7723,fracture of shaft of tibia,11177,0,82,0,February 2009,1,8243,0,73,February 2009,matched (3)
S338.00,10007,fracture of lower end of tibia,3964,0,13,0,February 2009,1,2762,0,11,February 2009,matched (3)
S339.00,806,fracture of fibula alone,35397,0,1586,4,February 2009,1,25586,0,1504,February 2009,matched (3)
S339000,6839,closed fracture of distal fibula,12311,0,159,0,February 2009,1,7958,0,146,February 2009,matched (3)
S339100,12369,open fracture of distal fibula,158,0,3,0,February 2009,1,101,0,3,February 2009,matched (3)
S33A.00,78444,fracture of tibia,27432,0,104,0,February 2009,1,18468,0,74,February 2009,matched (3)
S33B.00,100640,open fracture of distal tibia and fibula,184,0,1,0,September 2010,1,93,0,0,September 2010,matched (3)
S33C.00,100202,closed fracture of distal tibia and fibula,875,0,1,0,July 2010,1,528,0,1,July 2010,matched (3)
S33x.00,29109,"closed fracture of tibia and fibula, unspecified part, nos",900,0,31,0,February 2009,1,634,0,23,February 2009,matched (3)
S33x.11,35253,lower leg fracture nos,1357,0,24,0,February 2009,1,895,0,24,February 2009,matched (3)
S33x000,971,"closed fracture of tibia, unspecified part, nos",43516,0,3389,6,February 2009,1,38466,0,3249,February 2009,matched (3)
S33x100,4304,"closed fracture of fibula, unspecified part, nos",13513,0,1152,4,February 2009,1,11903,0,1118,February 2009,matched (3)
S33x200,4572,"closed fracture of tibia and fibula, unspecified part",6539,0,500,3,February 2009,1,6182,0,498,February 2009,matched (3)
S33xz00,41971,"closed fracture of tibia and fibula, unspecified part, nos",188,0,0,0,February 2009,1,128,0,0,February 2009,matched (3)
S33y.00,28233,"open fracture of tibia and fibula, unspecified part, nos",380,0,4,0,February 2009,1,270,0,4,February 2009,matched (3)
S33y000,29164,"open fracture of tibia, unspecified part, nos",301,0,2,0,February 2009,1,201,0,2,February 2009,matched (3)
S33y100,28352,"open fracture of fibula, unspecified part, nos",46,0,2,0,February 2009,1,32,0,1,February 2009,matched (3)
S33y200,29084,"open fracture of tibia and fibula, unspecified part",144,0,2,0,February 2009,1,93,0,2,February 2009,matched (3)
S33yz00,62787,"open fracture of tibia and fibula, unspecified part, nos",73,0,0,0,February 2009,1,50,0,0,February 2009,matched (3)
S33z.00,25485,"fracture of tibia and fibula, nos",5540,0,39,0,February 2009,1,3322,0,36,February 2009,matched (3)
S34..00,325,fracture of ankle,189000,0,9737,32,February 2009,1,144226,0,9184,February 2009,matched (3)
S340.00,6286,"closed fracture ankle, medial malleolus",12269,0,110,0,February 2009,1,8615,0,97,February 2009,matched (3)
S341.00,33974,"open fracture ankle, medial malleolus",366,0,3,0,February 2009,1,265,0,3,February 2009,matched (3)
S342.00,7340,"closed fracture ankle, lateral malleolus",29868,0,238,2,February 2009,1,20189,0,210,February 2009,matched (3)
S342000,7135,"closed fracture ankle, lateral malleolus, low",9428,0,134,0,February 2009,1,6973,0,123,February 2009,matched (3)
S342100,35620,"closed fracture ankle, lateral malleolus, high",78,0,2,0,February 2009,1,47,0,2,February 2009,matched (3)
S343.00,18388,"open fracture ankle, lateral malleolus",374,0,6,0,February 2009,1,264,0,6,February 2009,matched (3)
S343000,43566,"open fracture ankle, lateral malleolus, low",11,0,0,0,February 2009,1,8,0,0,February 2009,matched (3)
S343100,73105,"open fracture ankle, lateral malleolus, high",6,0,0,0,February 2009,1,4,0,0,February 2009,matched (3)
S344.00,7317,"closed fracture ankle, bimalleolar",9229,0,168,2,February 2009,1,6373,0,158,February 2009,matched (3)
S344.11,14826,"dupuytren's fracture, fibula",268,0,19,0,February 2009,1,110,0,18,February 2009,matched (3)
S344.12,2250,pott's fracture - ankle,4436,0,108,3,February 2009,1,3232,0,102,February 2009,matched (3)
S344000,42969,"closed fracture ankle, bimalleolar, low fibular fracture",159,0,1,0,February 2009,1,107,0,1,February 2009,matched (3)
S344100,52371,"closed fracture ankle, bimalleolar, high fibular fracture",13,0,0,0,February 2009,1,11,0,0,February 2009,matched (3)
S345.00,18584,"open fracture ankle, bimalleolar",587,0,11,0,February 2009,1,381,0,10,February 2009,matched (3)
S345000,66808,"open fracture ankle, bimalleolar, low fibular fracture",11,0,0,0,February 2009,1,5,0,0,February 2009,matched (3)
S345100,105816,"open fracture ankle, bimalleolar, high fibular fracture",3,0,0,0,February 2013,1,1,0,0,February 2013,matched (3)
S346.00,10009,"closed fracture ankle, trimalleolar",3233,0,40,0,February 2009,1,2034,0,34,February 2009,matched (3)
S346000,56525,"closed fracture ankle, trimalleolar, low fibular fracture",102,0,0,0,February 2009,1,39,0,0,February 2009,matched (3)
S346100,52346,"closed fracture ankle, trimalleolar, high fibular fracture",21,0,0,0,February 2009,1,8,0,0,February 2009,matched (3)
S347.00,9917,"open fracture ankle, trimalleolar",314,0,0,0,February 2009,1,207,0,0,February 2009,matched (3)
S347000,47828,"open fracture ankle, trimalleolar, low fibular fracture",6,0,0,0,February 2009,1,2,0,0,February 2009,matched (3)
S347100,105819,"open fracture ankle, trimalleolar, high fibular fracture",1,0,0,0,February 2013,1,1,0,0,February 2013,matched (3)
S348.00,5009,fracture of medial malleolus,8140,0,46,0,February 2009,1,5772,0,39,February 2009,matched (3)
S349.00,6731,fracture of lateral malleolus,22718,0,142,1,February 2009,1,16107,0,134,February 2009,matched (3)
S34x.00,4737,"closed fracture ankle, unspecified",9345,0,842,12,February 2009,1,8017,0,823,February 2009,matched (3)
S34y.00,38765,"open fracture ankle, unspecified",372,0,5,0,February 2009,1,250,0,4,February 2009,matched (3)
S34z.00,9212,"fracture of ankle, nos",7300,0,35,0,February 2009,1,4451,0,23,February 2009,matched (3)
S35..00,845,fracture of one or more tarsal and metatarsal bones,21207,0,1848,7,February 2009,1,15482,0,1704,February 2009,matched (3)
S35..11,169,metatarsal bone fracture,77277,0,2552,9,February 2009,1,56575,0,2384,February 2009,matched (3)
S35..12,2710,tarsal bone fracture,1028,0,56,1,February 2009,1,798,0,53,February 2009,matched (3)
S350.00,8276,closed fracture of calcaneus,11597,0,309,4,February 2009,1,8033,0,294,February 2009,matched (3)
S350.11,8263,heel bone fracture,1665,0,37,0,February 2009,1,1145,0,34,February 2009,matched (3)
S350.12,15166,os calcis fracture,5720,0,149,2,February 2009,1,4516,0,145,February 2009,matched (3)
S350000,57924,"closed fracture calcaneus, extra-articular",143,0,0,0,February 2009,1,93,0,0,February 2009,matched (3)
S350100,34723,"closed fracture calcaneus, intra-articular",148,0,2,0,February 2009,1,100,0,1,February 2009,matched (3)
S351.00,43378,open fracture of calcaneus,127,0,2,0,February 2009,1,90,0,2,February 2009,matched (3)
S351000,113457,"open fractures calcaneus, extra-articular",1,0,0,0,March 2019,1,,,,,master only (1)
S351100,70226,"open fractures calcaneus, intra-articular",6,0,0,0,February 2009,1,4,0,0,February 2009,matched (3)
S352.00,15927,closed fracture of other tarsal and metatarsal bones,486,0,12,0,February 2009,1,385,0,12,February 2009,matched (3)
S352.11,1700,march fracture,1067,0,86,0,February 2009,1,977,0,79,February 2009,matched (3)
S352000,20253,"closed fracture of tarsal bone, unspecified",267,0,12,0,February 2009,1,215,0,12,February 2009,matched (3)
S352100,15079,closed fracture of talus,5595,0,131,0,February 2009,1,3827,0,122,February 2009,matched (3)
S352111,30611,closed fracture of astragalus,11,0,0,0,February 2009,1,10,0,0,February 2009,matched (3)
S352200,11635,closed fracture navicular,6116,0,44,0,February 2009,1,4138,0,39,February 2009,matched (3)
S352300,4310,closed fracture cuboid,6045,0,162,0,February 2009,1,4225,0,155,February 2009,matched (3)
S352400,34954,closed fracture medial cuneiform,715,0,6,0,February 2009,1,474,0,6,February 2009,matched (3)
S352500,58065,closed fracture intermediate cuneiform,49,0,0,0,February 2009,1,37,0,0,February 2009,matched (3)
S352600,49847,closed fracture lateral cuneiform,139,0,1,0,February 2009,1,106,0,1,February 2009,matched (3)
S352700,3937,closed fracture metatarsal,32223,0,1660,5,February 2009,1,25525,0,1628,February 2009,matched (3)
S352800,37450,"closed fracture talus, head",75,0,1,0,February 2009,1,56,0,1,February 2009,matched (3)
S352900,46955,"closed fracture talus, neck",212,0,0,0,February 2009,1,146,0,0,February 2009,matched (3)
S352A00,45664,"closed fracture talus, body",87,0,0,0,February 2009,1,55,0,0,February 2009,matched (3)
S352B00,24620,closed fracture metatarsal base,4451,0,32,0,February 2009,1,2862,0,30,February 2009,matched (3)
S352C00,27567,closed fracture metatarsal shaft,1209,0,14,0,February 2009,1,782,0,13,February 2009,matched (3)
S352D00,29748,closed fracture metatarsal neck,866,0,5,0,February 2009,1,553,0,5,February 2009,matched (3)
S352E00,35077,closed fracture metatarsal head,459,0,6,0,February 2009,1,293,0,5,February 2009,matched (3)
S352F00,28371,"closed fracture metatarsal, multiple",608,0,3,0,February 2009,1,362,0,3,February 2009,matched (3)
S352G00,64378,"closed tarsal fractures, multiple",22,0,0,0,February 2009,1,17,0,0,February 2009,matched (3)
S352H00,36304,closed fracture of cuneiforms,258,0,2,0,February 2009,1,169,0,2,February 2009,matched (3)
S352J00,28875,closed fracture of base of fifth metatarsal,3176,0,7,0,February 2009,1,1549,0,6,February 2009,matched (3)
S352z00,43153,closed fracture of one or more tarsal + metatarsal bones nos,182,0,3,0,February 2009,1,108,0,3,February 2009,matched (3)
S353.00,67007,open fracture of other tarsal and metatarsal bones,16,0,0,0,February 2009,1,6,0,0,February 2009,matched (3)
S353000,100196,"open fracture of tarsal bone, unspecified",2,0,0,0,July 2010,1,1,0,0,July 2010,matched (3)
S353100,39758,open fracture of talus,63,0,0,0,February 2009,1,44,0,0,February 2009,matched (3)
S353200,40992,open fracture navicular,123,0,3,0,February 2009,1,76,0,2,February 2009,matched (3)
S353300,49821,open fracture cuboid,72,0,0,0,February 2009,1,54,0,0,February 2009,matched (3)
S353400,66231,open fracture medial cuneiform,16,0,0,0,February 2009,1,8,0,0,February 2009,matched (3)
S353500,97211,open fracture intermediate cuneiform,1,0,0,0,August 2009,1,1,0,0,August 2009,matched (3)
S353600,108242,open fracture lateral cuneiform,2,0,0,0,July 2014,1,2,0,0,July 2014,matched (3)
S353700,55939,open fracture metatarsal,105,0,1,0,February 2009,1,64,0,1,February 2009,matched (3)
S353800,109115,"open fracture talus, head",3,0,0,0,January 2015,1,1,0,0,January 2015,matched (3)
S353900,93536,"open fracture talus, neck",5,0,0,0,February 2009,1,3,0,0,February 2009,matched (3)
S353A00,97386,"open fracture talus, body",7,0,0,0,August 2009,1,4,0,0,August 2009,matched (3)
S353B00,72586,open fracture metatarsal base,32,0,0,0,February 2009,1,21,0,0,February 2009,matched (3)
S353C00,64545,open fracture metatarsal shaft,15,0,0,0,February 2009,1,10,0,0,February 2009,matched (3)
S353D00,97803,open fracture metatarsal neck,10,0,0,0,October 2009,1,5,0,0,October 2009,matched (3)
S353E00,105612,open fracture metatarsal head,7,0,0,0,January 2013,1,2,0,0,January 2013,matched (3)
S353F00,66099,"open fracture metatarsal, multiple",12,0,0,0,February 2009,1,7,0,0,February 2009,matched (3)
S353G00,113126,"open tarsal fractures, multiple",1,0,0,0,December 2018,1,,,,,master only (1)
S353H00,40658,open fracture cuneiforms,9,0,0,0,February 2009,1,8,0,0,February 2009,matched (3)
S353J00,67239,open fracture of base of fifth metatarsal,27,0,0,0,February 2009,1,20,0,0,February 2009,matched (3)
S353z00,48925,open fracture of tarsal and metatarsal bones nos,8,0,0,0,February 2009,1,6,0,0,February 2009,matched (3)
S354.00,1857,fracture of calcaneus,7322,0,370,1,February 2009,1,5331,0,347,February 2009,matched (3)
S355.00,2442,fracture of talus,3645,0,147,0,February 2009,1,2655,0,139,February 2009,matched (3)
S356.00,6062,fracture of metatarsal bone,33834,0,200,0,February 2009,1,24713,0,179,February 2009,matched (3)
S35z.00,39733,fracture of tarsal and metatarsal bones nos,1945,0,7,0,February 2009,1,1157,0,7,February 2009,matched (3)
S36..00,2672,fracture of one or more phalanges of foot,29731,0,911,2,February 2009,1,21302,0,822,February 2009,matched (3)
S36..11,1873,toe fracture,74890,0,4010,25,February 2009,1,57041,0,3738,February 2009,matched (3)
S360.00,4306,closed fracture of one or more phalanges of foot,20443,0,2351,25,February 2009,1,17449,0,2320,February 2009,matched (3)
S360000,25073,"closed fracture proximal phalanx, toe",7559,0,32,0,February 2009,1,4902,0,25,February 2009,matched (3)
S360100,29804,"closed fracture middle phalanx, toe",442,0,0,0,February 2009,1,268,0,0,February 2009,matched (3)
S360200,28251,"closed fracture distal phalanx, toe",2963,0,9,0,February 2009,1,1550,0,6,February 2009,matched (3)
S360300,53905,"closed fracture multiple phalanges, toe",169,0,1,0,February 2009,1,113,0,0,February 2009,matched (3)
S361.00,37865,open fracture of one or more phalanges of foot,404,0,7,0,February 2009,1,283,0,6,February 2009,matched (3)
